Store_ID,Store_Name,Store_Type,City,State,Region,Warehouse_ID,Manager_ID,Opening_Date,Store_Size_SqFt,Employee_Count,Latitude,Longitude,Annual_Target_INR,Performance_Tier,Status
STR0171,Meridian Mysuru Store 171,Mall,Mysuru,Karnataka,South,WH021,EMP1171,2016-02-10,29998,95,12.2958,76.6394,14000000,Platinum,Active
STR0172,Meridian Guwahati Store 172,Express,Guwahati,Assam,East,WH031,EMP1172,2020-01-12,22663,11,26.1445,91.7362,10000000,Platinum,Active
STR0173,Meridian Hyderabad Store 173,Mall,Hyderabad,Telangana,South,WH019,EMP1173,2017-08-31,12368,41,17.385,78.4867,8000000,Gold,Active
STR0174,Meridian Panaji Store 174,Flagship,Panaji,Goa,West,WH032,EMP1174,2021-09-10,20065,14,15.4909,73.8278,45000000,Silver,Active
STR0175,Meridian Hyderabad Store 175,High Street,Hyderabad,Telangana,South,WH040,EMP1175,2018-12-16,10382,116,17.385,78.4867,16000000,Silver,Active
STR0176,Meridian Indore Store 176,Express,Indore,Madhya Pradesh,Central,WH035,EMP1176,2020-09-09,28269,139,22.7196,75.8577,40000000,Platinum,Active
STR0177,Meridian Nagpur Store 177,Mall,Nagpur,Maharashtra,West,WH024,EMP1177,2017-11-04,26988,14,21.1458,79.0882,27000000,Silver,Active
STR0178,Meridian Coimbatore Store 178,Mall,Coimbatore,Tamil Nadu,South,WH023,EMP1178,2021-02-14,13593,54,11.0168,76.9558,48000000,Silver,Active
STR0179,Meridian Noida Store 179,Flagship,Noida,Uttar Pradesh,North,WH050,EMP1179,2020-02-18,3711,85,28.5355,77.391,17000000,Platinum,Active
STR0180,Meridian Pune Store 180,Express,Pune,Maharashtra,West,WH033,EMP1180,2019-06-20,29219,149,18.5204,73.8567,35000000,Gold,Active
STR0181,Meridian Surat Store 181,Mall,Surat,Gujarat,West,WH050,EMP1181,2015-07-15,23987,94,21.1702,72.8311,22000000,Platinum,Active
STR0182,Meridian Thiruvananthapuram Store 182,Express,Thiruvananthapuram,Kerala,South,WH025,EMP1182,2018-10-20,8621,137,8.5241,76.9366,49000000,Silver,Active
STR0183,Meridian Ranchi Store 183,Express,Ranchi,Jharkhand,East,WH047,EMP1183,2019-10-05,5086,120,23.3441,85.3096,43000000,Bronze,Active
STR0184,Meridian Amritsar Store 184,Mall,Amritsar,Punjab,North,WH021,EMP1184,2022-05-31,12187,88,31.634,74.8723,33000000,Silver,Active
STR0185,Meridian Patna Store 185,High Street,Patna,Bihar,East,WH047,EMP1185,2024-10-03,14052,121,25.5941,85.1376,22000000,Silver,Active
STR0186,Meridian Mumbai Store 186,High Street,Mumbai,Maharashtra,West,WH026,EMP1186,2019-01-28,19312,50,19.076,72.8777,6000000,Platinum,Active
STR0187,Meridian Patna Store 187,Mall,Patna,Bihar,East,WH016,EMP1187,2023-09-24,23640,103,25.5941,85.1376,28000000,Gold,Active
STR0188,Meridian Panaji Store 188,High Street,Panaji,Goa,West,WH024,EMP1188,2019-03-04,17047,29,15.4909,73.8278,41000000,Platinum,Active
STR0189,Meridian Faridabad Store 189,Mall,Faridabad,Haryana,North,WH008,EMP1189,2015-04-17,26606,57,28.4089,77.3178,36000000,Silver,Active
STR0190,Meridian Coimbatore Store 190,Express,Coimbatore,Tamil Nadu,South,WH046,EMP1190,2020-01-02,9531,83,11.0168,76.9558,49000000,Bronze,Active
STR0191,Meridian Chennai Store 191,Express,Chennai,Tamil Nadu,South,WH029,EMP1191,2016-12-08,25875,123,13.0827,80.2707,10000000,Bronze,Active
STR0192,Meridian Faridabad Store 192,Express,Faridabad,Haryana,North,WH036,EMP1192,2021-01-29,12014,86,28.4089,77.3178,15000000,Silver,Active
STR0193,Meridian Lucknow Store 193,High Street,Lucknow,Uttar Pradesh,North,WH008,EMP1193,2017-04-03,28454,45,26.8467,80.9462,20000000,Silver,Renovation
STR0194,Meridian Raipur Store 194,High Street,Raipur,Chhattisgarh,Central,WH036,EMP1194,2016-06-15,22552,32,21.2514,81.6296,9000000,Gold,Active
STR0195,Meridian Guwahati Store 195,Express,Guwahati,Assam,East,WH037,EMP1195,2015-10-30,6606,91,26.1445,91.7362,46000000,Platinum,Active
STR0196,Meridian Ranchi Store 196,Mall,Ranchi,Jharkhand,East,WH050,EMP1196,2021-03-08,23464,56,23.3441,85.3096,13000000,Gold,Active
STR0197,Meridian Mumbai Store 197,High Street,Mumbai,Maharashtra,West,WH020,EMP1197,2016-11-05,7807,92,19.076,72.8777,50000000,Gold,Active
STR0198,Meridian Ranchi Store 198,Express,Ranchi,Jharkhand,East,WH017,EMP1198,2017-03-15,23309,80,23.3441,85.3096,13000000,Silver,Active
STR0199,Meridian Bengaluru Store 199,High Street,Bengaluru,Karnataka,South,WH038,EMP1199,2016-09-23,8109,96,12.9716,77.5946,41000000,Platinum,Active
STR0200,Meridian Bengaluru Store 200,Express,Bengaluru,Karnataka,South,WH050,EMP1200,2021-06-20,11172,63,12.9716,77.5946,41000000,Gold,Active
STR0201,Meridian Guwahati Store 201,High Street,Guwahati,Assam,East,WH020,EMP1201,2020-06-01,10524,113,26.1445,91.7362,24000000,Silver,Active
STR0202,Meridian Lucknow Store 202,High Street,Lucknow,Uttar Pradesh,North,WH030,EMP1202,2017-04-15,13647,46,26.8467,80.9462,25000000,Bronze,Active
STR0203,Meridian Bhopal Store 203,Mall,Bhopal,Madhya Pradesh,Central,WH024,EMP1203,2020-10-10,20904,37,23.2599,77.4126,25000000,Gold,Active
STR0204,Meridian Patna Store 204,Mall,Patna,Bihar,East,WH004,EMP1204,2018-04-03,15087,117,25.5941,85.1376,20000000,Bronze,Active
STR0205,Meridian Faridabad Store 205,Mall,Faridabad,Haryana,North,WH011,EMP1205,2020-08-02,19366,129,28.4089,77.3178,36000000,Bronze,Active
STR0206,Meridian Mysuru Store 206,High Street,Mysuru,Karnataka,South,WH016,EMP1206,2017-05-31,21615,100,12.2958,76.6394,8000000,Platinum,Active
STR0207,Meridian Guwahati Store 207,High Street,Guwahati,Assam,East,WH007,EMP1207,2019-11-01,6888,77,26.1445,91.7362,28000000,Silver,Active
STR0208,Meridian Kochi Store 208,High Street,Kochi,Kerala,South,WH013,EMP1208,2019-01-24,20628,83,9.9312,76.2673,9000000,Gold,Active
STR0209,Meridian Raipur Store 209,Express,Raipur,Chhattisgarh,Central,WH040,EMP1209,2022-08-18,22522,40,21.2514,81.6296,13000000,Bronze,Active
STR0210,Meridian Faridabad Store 210,Express,Faridabad,Haryana,North,WH013,EMP1210,2021-10-03,19182,112,28.4089,77.3178,37000000,Platinum,Renovation
STR0211,Meridian Faridabad Store 211,High Street,Faridabad,Haryana,North,WH010,EMP1211,2021-10-19,19392,45,28.4089,77.3178,25000000,Bronze,Active
STR0212,Meridian Thiruvananthapuram Store 212,High Street,Thiruvananthapuram,Kerala,South,WH033,EMP1212,2024-04-15,19202,146,8.5241,76.9366,36000000,Silver,Active
STR0213,Meridian New Delhi Store 213,Mall,New Delhi,Delhi,North,WH008,EMP1213,2019-09-03,21626,88,28.6139,77.209,49000000,Silver,Active
STR0214,Meridian Jaipur Store 214,Express,Jaipur,Rajasthan,North,WH038,EMP1214,2020-05-21,8087,144,26.9124,75.7873,45000000,Silver,Active
STR0215,Meridian Kochi Store 215,Express,Kochi,Kerala,South,WH016,EMP1215,2015-05-10,21261,38,9.9312,76.2673,17000000,Platinum,Active
STR0216,Meridian Hyderabad Store 216,High Street,Hyderabad,Telangana,South,WH027,EMP1216,2020-08-17,27894,130,17.385,78.4867,8000000,Silver,Active
STR0217,Meridian Raipur Store 217,Express,Raipur,Chhattisgarh,Central,WH031,EMP1217,2020-11-22,14847,90,21.2514,81.6296,16000000,Silver,Active
STR0218,Meridian Raipur Store 218,High Street,Raipur,Chhattisgarh,Central,WH047,EMP1218,2022-08-20,23579,77,21.2514,81.6296,44000000,Silver,Active
STR0219,Meridian Udaipur Store 219,Mall,Udaipur,Rajasthan,North,WH020,EMP1219,2023-08-25,11970,63,24.5854,73.7125,49000000,Silver,Active
STR0220,Meridian Bhopal Store 220,Mall,Bhopal,Madhya Pradesh,Central,WH037,EMP1220,2022-08-03,20299,107,23.2599,77.4126,30000000,Bronze,Active
STR0221,Meridian Hyderabad Store 221,Flagship,Hyderabad,Telangana,South,WH046,EMP1221,2015-11-20,13849,123,17.385,78.4867,46000000,Gold,Active
STR0222,Meridian Vadodara Store 222,Mall,Vadodara,Gujarat,West,WH036,EMP1222,2022-10-22,11400,45,22.3072,73.1812,11000000,Silver,Active
STR0223,Meridian Kolkata Store 223,High Street,Kolkata,West Bengal,East,WH034,EMP1223,2017-07-13,23404,69,22.5726,88.3639,8000000,Platinum,Active
STR0224,Meridian Guwahati Store 224,High Street,Guwahati,Assam,East,WH009,EMP1224,2015-01-22,20533,50,26.1445,91.7362,31000000,Silver,Active
STR0225,Meridian Guwahati Store 225,High Street,Guwahati,Assam,East,WH049,EMP1225,2018-03-22,13024,83,26.1445,91.7362,46000000,Platinum,Active
STR0226,Meridian Visakhapatnam Store 226,High Street,Visakhapatnam,Andhra Pradesh,South,WH047,EMP1226,2024-07-14,3722,54,17.6868,83.2185,31000000,Bronze,Active
STR0227,Meridian Pune Store 227,Express,Pune,Maharashtra,West,WH012,EMP1227,2023-05-26,11985,19,18.5204,73.8567,5000000,Gold,Active
STR0228,Meridian Faridabad Store 228,High Street,Faridabad,Haryana,North,WH042,EMP1228,2021-02-03,19680,136,28.4089,77.3178,13000000,Bronze,Active
STR0229,Meridian Ahmedabad Store 229,Mall,Ahmedabad,Gujarat,West,WH047,EMP1229,2020-02-23,23743,75,23.0225,72.5714,50000000,Gold,Active
STR0230,Meridian Ludhiana Store 230,Mall,Ludhiana,Punjab,North,WH041,EMP1230,2019-07-19,29598,119,30.901,75.8573,37000000,Gold,Active
STR0231,Meridian Chennai Store 231,Express,Chennai,Tamil Nadu,South,WH031,EMP1231,2018-08-18,10628,11,13.0827,80.2707,21000000,Gold,Active
STR0232,Meridian Udaipur Store 232,Mall,Udaipur,Rajasthan,North,WH047,EMP1232,2021-06-04,2874,76,24.5854,73.7125,46000000,Gold,Active
STR0233,Meridian Coimbatore Store 233,Mall,Coimbatore,Tamil Nadu,South,WH026,EMP1233,2022-09-11,18966,89,11.0168,76.9558,49000000,Platinum,Active
STR0234,Meridian Amritsar Store 234,High Street,Amritsar,Punjab,North,WH015,EMP1234,2016-07-01,18169,49,31.634,74.8723,34000000,Silver,Active
STR0235,Meridian Bhubaneswar Store 235,Express,Bhubaneswar,Odisha,East,WH043,EMP1235,2024-04-04,9656,73,20.2961,85.8245,48000000,Silver,Active
STR0236,Meridian Mysuru Store 236,High Street,Mysuru,Karnataka,South,WH024,EMP1236,2015-11-16,20986,38,12.2958,76.6394,8000000,Bronze,Active
STR0237,Meridian Vadodara Store 237,High Street,Vadodara,Gujarat,West,WH011,EMP1237,2018-09-05,19550,123,22.3072,73.1812,12000000,Silver,Active
STR0238,Meridian Guwahati Store 238,Express,Guwahati,Assam,East,WH029,EMP1238,2024-01-26,4323,126,26.1445,91.7362,13000000,Silver,Active
STR0239,Meridian Nagpur Store 239,High Street,Nagpur,Maharashtra,West,WH020,EMP1239,2023-02-10,3213,111,21.1458,79.0882,21000000,Bronze,Active
STR0240,Meridian Visakhapatnam Store 240,Flagship,Visakhapatnam,Andhra Pradesh,South,WH023,EMP1240,2022-11-08,4589,148,17.6868,83.2185,8000000,Bronze,Active
STR0241,Meridian Guwahati Store 241,Mall,Guwahati,Assam,East,WH012,EMP1241,2023-08-16,6937,117,26.1445,91.7362,28000000,Bronze,Active
STR0242,Meridian Thiruvananthapuram Store 242,Flagship,Thiruvananthapuram,Kerala,South,WH043,EMP1242,2024-10-22,20171,44,8.5241,76.9366,46000000,Bronze,Active
STR0243,Meridian Raipur Store 243,High Street,Raipur,Chhattisgarh,Central,WH047,EMP1243,2017-07-01,29855,10,21.2514,81.6296,6000000,Bronze,Active
STR0244,Meridian Raipur Store 244,High Street,Raipur,Chhattisgarh,Central,WH015,EMP1244,2017-10-10,17593,98,21.2514,81.6296,14000000,Gold,Active
STR0245,Meridian Chennai Store 245,Express,Chennai,Tamil Nadu,South,WH027,EMP1245,2021-11-23,27602,14,13.0827,80.2707,20000000,Gold,Active
STR0246,Meridian Pune Store 246,High Street,Pune,Maharashtra,West,WH046,EMP1246,2024-10-12,4095,72,18.5204,73.8567,7000000,Gold,Active
STR0247,Meridian Ahmedabad Store 247,Mall,Ahmedabad,Gujarat,West,WH019,EMP1247,2017-08-17,29231,91,23.0225,72.5714,41000000,Silver,Active
STR0248,Meridian Gurugram Store 248,Mall,Gurugram,Haryana,North,WH010,EMP1248,2022-05-28,19580,66,28.4595,77.0266,31000000,Gold,Active
STR0249,Meridian Visakhapatnam Store 249,High Street,Visakhapatnam,Andhra Pradesh,South,WH028,EMP1249,2021-03-26,18740,22,17.6868,83.2185,27000000,Bronze,Active
STR0250,Meridian Ranchi Store 250,High Street,Ranchi,Jharkhand,East,WH027,EMP1250,2016-09-03,12326,106,23.3441,85.3096,16000000,Silver,Active
